Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,City,Sport,Event,Medal
Fabian Bourzat,0,33.0,180.0,74.0,France-1,FRA,0,2014,Sochi,Figure Skating,Figure Skating Mixed Ice Dancing, 
Kari Pekka Eloranta,0,31.0,187.0,89.0,Finland,FIN,0,1988,Calgary,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
Robert Boutigny,0,21.0,177.0,78.0,France,FRA,1,1948,London,Canoeing,"Canoeing Men's Canadian Singles, 1,000 metres",Bronze
Mikoaj Piotr Burda,0,30.0,192.0,98.0,Poland,POL,1,2012,London,Rowing,Rowing Men's Coxed Eights, 
Jan-Erik Christer Brink,0,47.0,186.0,73.0,Briar,SWE,1,2008,Beijing,Equestrianism,"Equestrianism Mixed Dressage, Team", 
Ryan Bailey,0,32.0,198.0,111.0,United States,USA,1,2008,Beijing,Water Polo,Water Polo Men's Water Polo,Silver
Sophie Duarte,0,27.0,170.0,54.0,France,FRA,1,2008,Beijing,Athletics,"Athletics Women's 3,000 metres Steeplechase", 
Mara Carlota Castrejana Fernndez,0,35.0,188.0,69.0,Spain,ESP,1,2008,Beijing,Athletics,Athletics Women's Triple Jump, 
Valdas Dopolskas,0,24.0,183.0,69.0,Lithuania,LTU,1,2016,Rio de Janeiro,Athletics,Athletics Men's Marathon, 
Mikhail Aleksandrovich Avdeyev,0,22.0,179.0,105.0,Belarus,BLR,1,2004,Athina,Weightlifting,Weightlifting Men's Heavyweight, 
Annalisa Ceresa,0,27.0,176.0,75.0,Italy,ITA,0,2006,Torino,Alpine Skiing,Alpine Skiing Women's Slalom, 
Jossimar Orlando Calvo Moreo,0,22.0,160.0,54.0,Colombia,COL,1,2016,Rio de Janeiro,Gymnastics,Gymnastics Men's Pommelled Horse, 
Ole Martin Ellefster,0,32.0,183.0,79.0,Norway,NOR,0,1972,Sapporo,Cross Country Skiing,Cross Country Skiing Men's 30 kilometres, 
Heinz Busche,0,28.0,177.0,75.0,West Germany-1,FRG,0,1980,Lake Placid,Bobsleigh,Bobsleigh Men's Two, 
Miranda Cicognani,0,23.0,155.0,51.0,Italy,ITA,1,1960,Roma,Gymnastics,Gymnastics Women's Floor Exercise, 
Moukheld Mahil F. Al-Outaibi,0,36.0,163.0,60.0,Saudi Arabia,KSA,1,2012,London,Athletics,"Athletics Men's 10,000 metres", 
Gordon Bennett Dukes,0,23.0,178.0,70.0,United States,USA,1,1912,Stockholm,Athletics,Athletics Men's Pole Vault, 
Dianne Marie Bowering-Burge,0,21.0,157.0,50.0,Australia,AUS,1,1964,Tokyo,Athletics,Athletics Women's 100 metres, 
Evald rma (rman-),0,24.0,174.0,70.0,Estonia,EST,1,1936,Berlin,Athletics,Athletics Men's Pole Vault, 
Dieter Bogatzki,0,22.0,185.0,69.0,Germany,GER,1,1964,Tokyo,Athletics,Athletics Men's 800 metres, 
Neisi Patricia Dajomes Barrera,0,18.0,167.0,69.0,Ecuador,ECU,1,2016,Rio de Janeiro,Weightlifting,Weightlifting Women's Light-Heavyweight, 
"Jacob ""Jake"" Dalton",0,24.0,168.0,67.0,United States,USA,1,2016,Rio de Janeiro,Gymnastics,Gymnastics Men's Horizontal Bar, 
Edgar Brian Davis,0,19.0,183.0,74.0,South Africa,RSA,1,1960,Roma,Athletics,Athletics Men's 4 x 400 metres Relay, 
Hlne Cortin,0,20.0,186.0,80.0,France,FRA,1,1992,Barcelona,Rowing,Rowing Women's Coxless Fours, 
Silke Braun-Schwager,0,18.0,173.0,59.0,East Germany,GDR,0,1988,Calgary,Cross Country Skiing,Cross Country Skiing Women's 5 kilometres, 
Maria Despas,0,30.0,165.0,61.0,Australia,AUS,0,1998,Nagano,Freestyle Skiing,Freestyle Skiing Women's Moguls, 
Agneta Monica Andersson,0,27.0,172.0,68.0,Sweden,SWE,1,1988,Seoul,Canoeing,"Canoeing Women's Kayak Doubles, 500 metres", 
Dai Jun,0,20.0,181.0,75.0,China,CHN,1,2012,London,Swimming,"Swimming Men's 1,500 metres Freestyle", 
Saad Dahan,0,28.0,172.0,73.0,Morocco,MAR,1,1984,Los Angeles,Football,Football Men's Football, 
Jzsef Dra,0,19.0,171.0,54.0,Hungary,HUN,1,1960,Roma,Diving,Diving Men's Springboard, 
Yolanda Gail L. Devers (-Roberts),0,29.0,160.0,55.0,United States,USA,1,1996,Atlanta,Athletics,Athletics Women's 100 metres,Gold
Nicholas Kiplagat Bett,0,26.0,190.0,75.0,Kenya,KEN,1,2016,Rio de Janeiro,Athletics,Athletics Men's 400 metres Hurdles, 
Juan Costas Tordera,0,31.0,182.0,103.0,Spain,ESP,1,1976,Montreal,Sailing,Sailing Mixed Three Person Keelboat, 
Mauro Caviezel,0,25.0,181.0,87.0,Switzerland,SUI,0,2014,Sochi,Alpine Skiing,Alpine Skiing Men's Combined, 
Elsa Mara Baquerizo McMillan,0,29.0,181.0,68.0,Spain,ESP,1,2016,Rio de Janeiro,Beach Volleyball,Beach Volleyball Women's Beach Volleyball, 
Ahcen Djeffal,0,27.0,173.0,88.0,Algeria,ALG,1,1980,Moskva,Handball,Handball Men's Handball, 
Silvia Felipo Sue,0,33.0,162.0,52.0,Andorra,AND,1,2000,Sydney,Athletics,"Athletics Women's 1,500 metres", 
Srirat Chimrak,0,20.0,168.0,50.0,Thailand,THA,1,1992,Barcelona,Athletics,Athletics Women's 4 x 400 metres Relay, 
Martina Maria Ertl-Renz,0,28.0,162.0,59.0,Germany,GER,0,2002,Salt Lake City,Alpine Skiing,Alpine Skiing Women's Combined,Bronze
Firouz Abdul Mohammadian,0,34.0,178.0,74.0,Iran,IRI,1,1976,Montreal,Water Polo,Water Polo Men's Water Polo, 
Chen Yibing,0,23.0,160.0,58.0,China,CHN,1,2008,Beijing,Gymnastics,Gymnastics Men's Pommelled Horse, 
Helmi Boxberger,0,22.0,174.0,63.0,West Germany,FRG,1,1972,Munich,Swimming,Swimming Women's 200 metres Individual Medley, 
Jasmin Lanaran Figueroa,0,19.0,157.0,56.0,Philippines,PHI,1,2004,Athina,Archery,Archery Women's Individual, 
Judit Bognr (-Lendvay),0,29.0,174.0,79.0,Hungary,HUN,1,1968,Mexico City,Athletics,Athletics Women's Shot Put, 
Wayne Hamilton Black,0,26.0,170.0,70.0,Zimbabwe,ZIM,1,2000,Sydney,Tennis,Tennis Men's Singles, 
Marcel Coppin,0,24.0,178.0,80.0,Luxembourg,LUX,1,1952,Helsinki,Gymnastics,Gymnastics Men's Individual All-Around, 
Muharrem Dalkl,0,26.0,178.0,70.0,Turkey,TUR,1,1964,Tokyo,Athletics,"Athletics Men's 5,000 metres", 
Saulius Bineviius,0,25.0,206.0,92.0,Lithuania,LTU,1,2004,Athina,Swimming,Swimming Men's 200 metres Freestyle, 
Lisa Marie De Vanna,0,31.0,156.0,53.0,Australia,AUS,1,2016,Rio de Janeiro,Football,Football Women's Football, 
Melissa Corrine Bishop,0,23.0,173.0,56.0,Canada,CAN,1,2012,London,Athletics,Athletics Women's 800 metres, 
Aubrey Bryce,0,19.0,178.0,68.0,Guyana,GUY,1,1968,Mexico City,Cycling,Cycling Men's Sprint, 
Anni Biss (-Kildeberg),0,31.0,170.0,58.0,Denmark,DEN,1,2000,Sydney,Shooting,"Shooting Women's Air Rifle, 10 metres", 
Zsuzsanna Csobnki,0,21.0,176.0,62.0,Hungary,HUN,1,2004,Athina,Swimming,Swimming Women's 50 metres Freestyle, 
Eleni Daniilidou,0,21.0,183.0,72.0,Greece,GRE,1,2004,Athina,Tennis,Tennis Women's Singles, 
Klemen Bauer,0,28.0,183.0,72.0,Slovenia,SLO,0,2014,Sochi,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay, 
Ivan Btory,0,22.0,189.0,82.0,Slovakia,SVK,0,1998,Nagano,Cross Country Skiing,Cross Country Skiing Men's 50 kilometres, 
Marit Bjrgen,0,29.0,168.0,64.0,Norway,NOR,0,2010,Vancouver,Cross Country Skiing,Cross Country Skiing Women's 30 kilometres,Silver
Ekaterina Stefanova Dafovska (-Prodanova),0,30.0,163.0,54.0,Bulgaria,BUL,0,2006,Torino,Biathlon,Biathlon Women's 7.5 kilometres Sprint, 
Nuria Domnguez Asensio,0,34.0,173.0,66.0,Spain,ESP,1,2008,Beijing,Rowing,Rowing Women's Single Sculls, 
Peta Louise Edebone,0,31.0,176.0,70.0,Australia,AUS,1,2000,Sydney,Softball,Softball Women's Softball,Bronze
Lars Andreas Dackell,0,21.0,179.0,83.0,Sweden,SWE,0,1994,Lillehammer,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
David Cabrero Buenache,0,23.0,180.0,85.0,Spain,ESP,1,2000,Sydney,Cycling,Cycling Men's Keirin, 
"Anthony Paul ""Tony"" Doyle",0,22.0,185.0,79.0,Great Britain,GBR,1,1980,Moskva,Cycling,"Cycling Men's Team Pursuit, 4,000 metres", 
"Samuel ""Sam"" Edney",0,21.0,188.0,95.0,Canada,CAN,0,2006,Torino,Luge,Luge Men's Singles, 
Clement Chukwu,0,27.0,190.0,82.0,Nigeria,NGR,1,2000,Sydney,Athletics,Athletics Men's 4 x 400 metres Relay,Gold
Hannes Dotzler,0,23.0,176.0,70.0,Germany,GER,0,2014,Sochi,Cross Country Skiing,Cross Country Skiing Men's 30 km Skiathlon, 
Laura Kate Blakeman,0,21.0,160.0,56.0,Great Britain,GBR,1,2000,Sydney,Canoeing,"Canoeing Women's Kayak Singles, Slalom", 
Alejandro Francisco Casaas Ramrez,0,22.0,188.0,79.0,Cuba,CUB,1,1976,Montreal,Athletics,Athletics Men's 4 x 100 metres Relay, 
Chen Lu,0,15.0,162.0,52.0,China,CHN,0,1992,Albertville,Figure Skating,Figure Skating Women's Singles, 
Ewa Dederko,0,34.0,160.0,48.0,Poland,POL,1,2008,Beijing,Triathlon,Triathlon Women's Olympic Distance, 
David Alasdair Boudia,0,27.0,175.0,73.0,United States,USA,1,2016,Rio de Janeiro,Diving,Diving Men's Platform,Bronze
Erik Albin Almlf,0,28.0,188.0,73.0,Sweden,SWE,1,1920,Antwerpen,Athletics,Athletics Men's Triple Jump,Bronze
Darko Damjanovski,0,32.0,180.0,72.0,Macedonia,MKD,0,2014,Sochi,Cross Country Skiing,Cross Country Skiing Men's 50 kilometres, 
George Farrell,0,29.0,178.0,97.0,Great Britain-1,GBR,0,1994,Lillehammer,Bobsleigh,Bobsleigh Men's Four, 
Stephen Raj Bhavsar,0,27.0,169.0,54.0,United States,USA,1,2008,Beijing,Gymnastics,Gymnastics Men's Floor Exercise, 
Fabricio Coloccini,0,22.0,182.0,79.0,Argentina,ARG,1,2004,Athina,Football,Football Men's Football,Gold
"Dbora Cristiane ""Debinha"" de Oliveira",0,24.0,157.0,55.0,Brazil,BRA,1,2016,Rio de Janeiro,Football,Football Women's Football, 
Slavko Beravs,0,25.0,178.0,78.0,Yugoslavia,YUG,0,1972,Sapporo,Ice Hockey,Ice Hockey Men's Ice Hockey, 
Bla Blagotinek,0,22.0,202.0,108.0,Slovenia,SLO,1,2016,Rio de Janeiro,Handball,Handball Men's Handball, 
Inha Alvidasivna Babakova (Butkus-),0,29.0,180.0,60.0,Ukraine,UKR,1,1996,Atlanta,Athletics,Athletics Women's High Jump,Bronze
Yania Ferrales Monteagudo,0,27.0,179.0,85.0,Cuba,CUB,1,2004,Athina,Athletics,Athletics Women's Discus Throw, 
Choi In-Chol,0,18.0,177.0,74.0,North Korea,PRK,0,1992,Albertville,Speed Skating,Speed Skating Men's 500 metres, 
Paulius Andrijauskas,0,19.0,189.0,86.0,Lithuania,LTU,1,2004,Athina,Swimming,Swimming Men's 200 metres Butterfly, 
Jos Antonio Colon,0,24.0,173.0,71.0,Puerto Rico,PUR,1,1972,Munich,Boxing,Boxing Men's Light-Middleweight, 
"Barthold Wayne ""Bart"" Conner",0,18.0,165.0,58.0,United States,USA,1,1976,Montreal,Gymnastics,Gymnastics Men's Individual All-Around, 
Roland Clara,0,31.0,174.0,65.0,Italy,ITA,0,2014,Sochi,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay, 
Charlotte Bonnet,0,17.0,175.0,64.0,France,FRA,1,2012,London,Swimming,Swimming Women's 100 metres Freestyle, 
Brice Vivien Batchaya Ketchanke,0,22.0,172.0,85.0,Cameroon,CMR,1,2008,Beijing,Weightlifting,Weightlifting Men's Light-Heavyweight, 
Ignazio Abate,0,21.0,180.0,73.0,Italy,ITA,1,2008,Beijing,Football,Football Men's Football, 
Gilbert Bessi,0,29.0,182.0,94.0,Monaco,MON,0,1988,Calgary,Bobsleigh,Bobsleigh Men's Two, 
Hachemi El-Ouachi,0,27.0,180.0,75.0,Tunisia,TUN,1,1988,Seoul,Football,Football Men's Football, 
Vctor Manuel Castellanos Barrios,0,38.0,170.0,75.0,Guatemala,GUA,1,1972,Munich,Shooting,"Shooting Mixed Rapid-Fire Pistol, 25 metres", 
"Joanne Ella ""Jo"" Fenn (Mersh-)",0,29.0,172.0,57.0,Great Britain,GBR,1,2004,Athina,Athletics,Athletics Women's 800 metres, 
Ernesto de la Rosa Olaez,0,20.0,175.0,67.0,Mexico,MEX,1,1976,Montreal,Football,Football Men's Football, 
"Ursula ""Uschi"" Disl",0,21.0,163.0,57.0,Germany,GER,0,1992,Albertville,Biathlon,Biathlon Women's 7.5 kilometres Sprint, 
"Annh Inga Desideria ""Ann"" Behrenfors",0,31.0,170.0,59.0,Sweden,SWE,1,1992,Barcelona,Equestrianism,"Equestrianism Mixed Dressage, Individual", 
George Raymond Barton,0,26.0,181.0,80.0,Australia,AUS,1,2004,Athina,Shooting,Shooting Men's Skeet, 
"Jules Timothy ""Tim"" Brabants",0,35.0,189.0,88.0,Great Britain,GBR,1,2012,London,Canoeing,"Canoeing Men's Kayak Singles, 1,000 metres", 
Andrey Vladimirovich Filichkin,0,27.0,182.0,91.0,Russia,RUS,0,2002,Salt Lake City,Alpine Skiing,Alpine Skiing Men's Giant Slalom, 
David Sagitovich Belyavsky,0,20.0,165.0,55.0,Russia,RUS,1,2012,London,Gymnastics,Gymnastics Men's Pommelled Horse, 
Ion Cosma,0,27.0,180.0,82.0,Romania,ROU,1,1964,Tokyo,Cycling,"Cycling Men's Road Race, Individual", 
Scott Curry,0,28.0,193.0,100.0,New Zealand,NZL,1,2016,Rio de Janeiro,Rugby Sevens,Rugby Sevens Men's Rugby Sevens, 
Janelle Anya Monique Atkinson (-Wignall),0,21.0,168.0,66.0,Jamaica,JAM,1,2004,Athina,Swimming,Swimming Women's 200 metres Freestyle, 
Jocelyn Delecour,0,33.0,175.0,67.0,France,FRA,1,1968,Mexico City,Athletics,Athletics Men's 4 x 100 metres Relay,Bronze
Ernesto Alfaro Bermdez,0,34.0,165.0,68.0,Colombia,COL,1,1980,Moskva,Athletics,Athletics Men's 50 kilometres Walk, 
Ricardo Esteves de Carvalho,0,19.0,192.0,90.0,Brazil,BRA,1,1980,Moskva,Rowing,Rowing Men's Quadruple Sculls, 
Klra Engi,0,16.0,165.0,53.0,Hungary,HUN,0,1984,Sarajevo,Figure Skating,Figure Skating Mixed Ice Dancing, 
Janet Ely (-Lagourgue),0,18.0,163.0,54.0,United States,USA,1,1972,Munich,Diving,Diving Women's Platform, 
Oksana Aleksandrovna Chusovitina,0,17.0,153.0,43.0,Unified Team,EUN,1,1992,Barcelona,Gymnastics,Gymnastics Women's Team All-Around,Gold
Cameron David Bairstow,0,25.0,206.0,118.0,Australia,AUS,1,2016,Rio de Janeiro,Basketball,Basketball Men's Basketball, 
Isabelle Duchesnay (-Dean),0,24.0,168.0,55.0,France-1,FRA,0,1988,Calgary,Figure Skating,Figure Skating Mixed Ice Dancing, 
"Charles Ernest Brenton ""Charlie"" Altekruse (-Banks)",0,30.0,188.0,88.0,United States,USA,1,1988,Seoul,Rowing,Rowing Men's Quadruple Sculls, 
Choe Son-Yong,0,19.0,165.0,57.0,North Korea,PRK,1,2000,Sydney,Synchronized Swimming,Synchronized Swimming Women's Duet, 
Pablo Dominic Brgger,0,23.0,169.0,64.0,Switzerland,SUI,1,2016,Rio de Janeiro,Gymnastics,Gymnastics Men's Floor Exercise, 
"Giocondo ""Jimmy"" Camazzola",0,28.0,180.0,85.0,Italy,ITA,0,1992,Albertville,Ice Hockey,Ice Hockey Men's Ice Hockey, 
Adyaagiin Jgdernamjil,0,27.0,154.0,52.0,Mongolia,MGL,1,1980,Moskva,Weightlifting,Weightlifting Men's Flyweight, 
Oksana Aleksandrovna Chusovitina,0,33.0,153.0,43.0,Germany,GER,1,2008,Beijing,Gymnastics,Gymnastics Women's Floor Exercise, 
Lorenzo Bernardi,0,27.0,199.0,94.0,Italy,ITA,1,1996,Atlanta,Volleyball,Volleyball Men's Volleyball,Silver
Miguel Arroyo Prez,0,18.0,165.0,54.0,Cuba,CUB,1,1980,Moskva,Gymnastics,Gymnastics Men's Parallel Bars, 
John Ford Bower,0,23.0,178.0,83.0,United States,USA,0,1964,Innsbruck,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay, 
Augusto Manuel Ferreira Cardoso Pereira,0,35.0,172.0,65.0,Portugal,POR,1,2008,Beijing,Athletics,Athletics Men's 50 kilometres Walk, 
Walter Demel,0,32.0,170.0,68.0,West Germany,FRG,0,1968,Grenoble,Cross Country Skiing,Cross Country Skiing Men's 50 kilometres, 
Marie-Louise Drger,0,27.0,170.0,59.0,Germany,GER,1,2008,Beijing,Rowing,Rowing Women's Lightweight Double Sculls, 
Wayne Robert Anderson,0,19.0,175.0,70.0,United States,USA,1,1964,Tokyo,Swimming,Swimming Men's 200 metres Breaststroke, 
Plutarco Castellanos Dusavage,0,21.0,178.0,70.0,Honduras,HON,1,1992,Barcelona,Swimming,Swimming Men's 50 metres Freestyle, 
Ondej Cink,0,25.0,178.0,68.0,Czech Republic,CZE,1,2016,Rio de Janeiro,Cycling,"Cycling Men's Mountainbike, Cross-Country", 
Kristine Esebua,0,27.0,162.0,69.0,Georgia,GEO,1,2012,London,Archery,Archery Women's Individual, 
"Philip ""Phil"" Di Gaetano",0,30.0,185.0,93.0,Italy,ITA,0,1994,Lillehammer,Ice Hockey,Ice Hockey Men's Ice Hockey, 
Alexandra Engelhardt (Demmel-),0,29.0,160.0,48.0,Germany,GER,1,2012,London,Wrestling,"Wrestling Women's Flyweight, Freestyle", 
Deena Michelle Drossin-Kastor,0,31.0,163.0,47.0,United States,USA,1,2004,Athina,Athletics,Athletics Women's Marathon,Bronze
Valeri Belenki,0,22.0,163.0,59.0,Unified Team,EUN,1,1992,Barcelona,Gymnastics,Gymnastics Men's Horizontal Bar, 
Norfalia Carabal Villegas,0,24.0,162.0,49.0,Colombia,COL,1,1988,Seoul,Athletics,Athletics Women's 400 metres, 
Walter Demel,0,32.0,170.0,68.0,West Germany,FRG,0,1968,Grenoble,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay, 
David Robert Carry,0,26.0,185.0,77.0,Great Britain,GBR,1,2008,Beijing,Swimming,Swimming Men's 400 metres Freestyle, 
Ral Duarte Mungi,0,19.0,206.0,89.0,Peru,PER,1,1964,Tokyo,Basketball,Basketball Men's Basketball, 
Ivan aklec,0,19.0,173.0,75.0,Yugoslavia,YUG,1,1952,Helsinki,Gymnastics,Gymnastics Men's Individual All-Around, 
Slavoj ern,0,23.0,172.0,69.0,Czechoslovakia,TCH,1,1960,Roma,Cycling,"Cycling Men's Team Pursuit, 4,000 metres", 
Bailn Becerra,0,22.0,175.0,65.0,Bolivia,BOL,1,1988,Seoul,Cycling,Cycling Men's Sprint, 
Malick Diop,0,22.0,181.0,70.0,Senegal,SEN,1,1964,Tokyo,Athletics,Athletics Men's 4 x 100 metres Relay, 
"Domingos ""Domingos Maracan"" Lampariello Neto",0,27.0,198.0,92.0,Brazil,BRA,1,1988,Seoul,Volleyball,Volleyball Men's Volleyball, 
Vered Borochovsky,0,19.0,164.0,60.0,Israel,ISR,1,2004,Athina,Swimming,Swimming Women's 100 metres Butterfly, 
Corina Criv (Moraru-),0,21.0,178.0,66.0,Romania,ROU,1,1980,Moskva,Volleyball,Volleyball Women's Volleyball, 
Milan Chalupa,0,30.0,178.0,82.0,Czechoslovakia,TCH,0,1984,Sarajevo,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
Franz Eichberger,0,23.0,178.0,62.0,Austria,AUT,1,1936,Berlin,Athletics,Athletics Men's 800 metres, 
"Ariane ""Bby"" Beyene",0,20.0,168.0,70.0,Cameroon,CMR,1,2012,London,Football,Football Women's Football, 
Givi Chikvanaia,0,21.0,189.0,89.0,Soviet Union,URS,1,1960,Roma,Water Polo,Water Polo Men's Water Polo,Silver
Camila Comin,0,17.0,157.0,46.0,Brazil,BRA,1,2000,Sydney,Gymnastics,Gymnastics Women's Floor Exercise, 
Bernard Decoux,0,19.0,164.0,60.0,France,FRA,1,1976,Montreal,Gymnastics,Gymnastics Men's Pommelled Horse, 
Jean-Paul Capelle,0,23.0,173.0,68.0,France,FRA,1,1968,Mexico City,Hockey,Hockey Men's Hockey, 
George Stuart Bretnall,0,24.0,180.0,62.0,United States,USA,1,1920,Antwerpen,Athletics,Athletics Men's 4 x 400 metres Relay, 
Fernando Arlete,0,27.0,174.0,63.0,Guinea Bissau,GBS,1,1996,Atlanta,Athletics,Athletics Men's 800 metres, 
George Stuart Dole,0,23.0,161.0,60.0,United States,USA,1,1908,London,Wrestling,"Wrestling Men's Featherweight, Freestyle",Gold
Karl Ingvar Eriksson,0,20.0,188.0,90.0,Sweden,SWE,1,1964,Tokyo,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay, 
"Christina ""Tina"" Brown",0,24.0,183.0,77.0,United States,USA,1,1992,Barcelona,Rowing,Rowing Women's Coxed Eights, 
Joel Baden,0,20.0,190.0,70.0,Australia,AUS,1,2016,Rio de Janeiro,Athletics,Athletics Men's High Jump, 
Yelena Dubok,0,25.0,170.0,60.0,Kazakhstan,KAZ,0,2002,Salt Lake City,Biathlon,Biathlon Women's 7.5 kilometres Sprint, 
Zbigniew Bartman,0,25.0,198.0,83.0,Poland,POL,1,2012,London,Volleyball,Volleyball Men's Volleyball, 
Jean-Blaise Evquoz,0,22.0,180.0,77.0,Switzerland,SUI,1,1976,Montreal,Fencing,"Fencing Men's epee, Team",Bronze
Leandro Mateus Barbosa,0,33.0,194.0,97.0,Brazil,BRA,1,2016,Rio de Janeiro,Basketball,Basketball Men's Basketball, 
Atif Bashir,0,29.0,167.0,62.0,Pakistan,PAK,1,2000,Sydney,Hockey,Hockey Men's Hockey, 
Milan Bake,0,33.0,180.0,85.0,Czech Republic,CZE,1,1996,Atlanta,Shooting,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres", 
"Jacqueline ""Jacqui"" Cooper",0,21.0,176.0,65.0,Australia,AUS,0,1994,Lillehammer,Freestyle Skiing,Freestyle Skiing Women's Aerials, 
"Christine ""Christl"" Filippovits (-Bahula)",0,16.0,168.0,70.0,Austria,AUT,1,1960,Roma,Swimming,Swimming Women's 200 metres Breaststroke, 
Maria Magnlia de Souza Figueiredo,0,32.0,170.0,60.0,Brazil,BRA,1,1996,Atlanta,Athletics,Athletics Women's 400 metres, 
"Joseph Stuart ""Joe"" Bottom",0,21.0,194.0,87.0,United States,USA,1,1976,Montreal,Swimming,Swimming Men's 100 metres Butterfly,Silver
Chen Li,0,25.0,165.0,60.0,China,CHN,1,1996,Atlanta,Tennis,Tennis Women's Singles, 
"Debra Rae ""Debbie"" Armstrong",0,20.0,165.0,62.0,United States,USA,0,1984,Sarajevo,Alpine Skiing,Alpine Skiing Women's Downhill, 
Andr Lus dos Santos Ferreira,0,24.0,180.0,82.0,Brazil,BRA,1,1984,Los Angeles,Football,Football Men's Football,Silver
Saad Shetwy Al-Bishi,0,23.0,195.0,122.0,Saudi Arabia,KSA,1,1976,Montreal,Athletics,Athletics Men's Shot Put, 
Hector Publio Curiel,0,27.0,167.0,55.5,Netherlands Antilles,AHO,1,1964,Tokyo,Weightlifting,Weightlifting Men's Bantamweight, 
Bruno Dprez,0,39.0,178.0,72.0,France,FRA,1,1988,Seoul,Shooting,"Shooting Men's Free Pistol, 50 metres", 
Lance Thomas Bade,0,33.0,170.0,88.0,United States,USA,1,2004,Athina,Shooting,Shooting Men's Trap, 
Tracey Lee Belbin,0,21.0,169.0,67.0,Australia,AUS,1,1988,Seoul,Hockey,Hockey Women's Hockey,Gold
Jonas Baumann,0,23.0,175.0,71.0,Switzerland,SUI,0,2014,Sochi,Cross Country Skiing,Cross Country Skiing Men's 30 km Skiathlon, 
Hansruedi Beugger,0,33.0,182.0,81.0,Switzerland-2,SUI,0,1964,Innsbruck,Bobsleigh,Bobsleigh Men's Four, 
Magdy Conyd,0,29.0,183.0,84.0,Canada,CAN,1,1968,Mexico City,Fencing,"Fencing Men's epee, Individual", 
Francisco Buscat Durln,0,28.0,175.0,66.0,Spain,ESP,1,1968,Mexico City,Basketball,Basketball Men's Basketball, 
Ali Faudet,0,22.0,185.0,65.0,Chad,CHA,1,1992,Barcelona,Athletics,Athletics Men's 400 metres, 
Sharrieffa Finninninchirrir Barksdale (-Blair),0,23.0,162.0,54.0,United States,USA,1,1984,Los Angeles,Athletics,Athletics Women's 400 metres Hurdles, 
Francesco De Santis,0,28.0,173.0,71.0,Italy,ITA,1,1972,Munich,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres", 
Vanessa Bittner (-Herzog),0,18.0,175.0,70.0,Austria,AUT,0,2014,Sochi,Speed Skating,Speed Skating Women's 500 metres, 
Espen Odd Bredesen,0,26.0,176.0,60.0,Norway,NOR,0,1994,Lillehammer,Ski Jumping,"Ski Jumping Men's Large Hill, Team", 
Dean Raymond Barker,0,31.0,190.0,90.0,New Zealand,NZL,1,2004,Athina,Sailing,Sailing Men's One Person Dinghy, 
William Kipkorir Chirchir,0,21.0,177.0,55.0,Kenya,KEN,1,2000,Sydney,Athletics,"Athletics Men's 1,500 metres", 
Gerhard Blchl,0,24.0,177.0,78.0,Germany,GER,0,2006,Torino,Freestyle Skiing,Freestyle Skiing Men's Moguls, 
Stefania Belmondo,0,29.0,158.0,45.0,Italy,ITA,0,1998,Nagano,Cross Country Skiing,Cross Country Skiing Women's 5 kilometres, 
"Nedeljko ""Nedo"" Fari",0,27.0,177.0,56.0,Yugoslavia,YUG,1,1968,Mexico City,Athletics,Athletics Men's Marathon, 
Carola Anding (-Jacob),0,23.0,168.0,53.0,East Germany,GDR,0,1984,Sarajevo,Cross Country Skiing,Cross Country Skiing Women's 5 kilometres, 
Laurent Barbiri,0,23.0,167.0,64.0,France,FRA,1,1984,Los Angeles,Gymnastics,Gymnastics Men's Team All-Around, 
Amanda Carolina Gomes de Arajo,0,26.0,162.0,54.0,Brazil,BRA,1,2016,Rio de Janeiro,Rugby Sevens,Rugby Sevens Women's Rugby Sevens, 
Vladimir Mikhaylovich Andreyev,0,22.0,183.0,77.0,Soviet Union,URS,0,1980,Lake Placid,Alpine Skiing,Alpine Skiing Men's Giant Slalom, 
Miranda Cicognani,0,15.0,155.0,51.0,Italy,ITA,1,1952,Helsinki,Gymnastics,Gymnastics Women's Balance Beam, 
Monika Joanna Bejnar,0,27.0,173.0,57.0,Poland,POL,1,2008,Beijing,Athletics,Athletics Women's 4 x 400 metres Relay, 
Noor Alam,0,26.0,172.0,73.0,Pakistan,PAK,1,1956,Melbourne,Hockey,Hockey Men's Hockey,Silver
Emma Iwebunor Ania,0,28.0,173.0,63.0,Great Britain,GBR,1,2008,Beijing,Athletics,Athletics Women's 4 x 100 metres Relay, 
Sally May Carbon (-Bell),0,25.0,165.0,59.0,Australia,AUS,1,1992,Barcelona,Hockey,Hockey Women's Hockey, 
